101719010433, 61003, 29, 69, 65520, 28384, 39618, 00, 00, 02, 14
101719010433, 61003, 29, 69, 65520, 28384, 39618, 00, 00, 02, 15
101719010433, 60994, 29, 69, 65520, 28388, 39618, 00, 00, 02, 16
101719010433, 60994, 29, 69, 65520, 28388, 39618, 00, 00, 02, 17
101719010433, 60994, 29, 69, 65520, 28388, 39618, 00, 00, 02, 18
101719010433, 61028, 29, 69, 65520, 28372, 39610, 00, 00, 02, 19
101719010433, 61003, 29, 69, 65520, 28384, 39606, 00, 00, 02, 20
101719010433, 61011, 29, 69, 65520, 28380, 39606, 00, 00, 02, 21
101719010433, 61011, 29, 69, 65520, 28380, 39602, 00, 00, 02, 22
101719010433, 61003, 29, 69, 65520, 28384, 39594, 00, 00, 02, 23
101719010433, 60994, 29, 69, 65520, 28388, 39598, 00, 00, 02, 24
101719010433, 60994, 29, 69, 65520, 28388, 39582, 00, 00, 02, 25
101719010433, 61003, 29, 69, 65520, 28384, 39582, 00, 00, 02, 26
101719010433, 61011, 29, 69, 65520, 28380, 39582, 00, 00, 02, 27
101719010433, 61003, 29, 69, 65520, 28384, 39570, 00, 00, 02, 28
101719010433, 61003, 29, 69, 65520, 28384, 39586, 00, 00, 02, 29
101719010433, 61003, 29, 69, 65520, 28384, 39582, 00, 00, 02, 30
101719010433, 60994, 29, 69, 65520, 28388, 39578, 00, 00, 02, 31
101719010433, 61003, 29, 69, 65520, 28384, 39582, 00, 00, 02, 32
101719010433, 61003, 29, 69, 65520, 28384, 39586, 00, 00, 02, 33
101719010433, 61011, 29, 69, 65520, 28380, 39586, 00, 00, 02, 34
101719010433, 61003, 29, 69, 65520, 28384, 39574, 00, 00, 02, 35
101719010433, 61003, 29, 69, 65520, 28384, 39578, 00, 00, 02, 36
101719010433, 61003, 29, 69, 65520, 28384, 39590, 00, 00, 02, 37
101719010433, 60986, 29, 69, 65520, 28392, 39590, 00, 00, 02, 38
101719010433, 60986, 29, 69, 65520, 28392, 39578, 00, 00, 02, 39
101719010433, 60994, 29, 69, 65520, 28388, 39586, 00, 00, 02, 40
101719010433, 61003, 29, 69, 65520, 28384, 39570, 00, 00, 02, 41
101719010433, 60994, 29, 69, 65520, 28388, 39570, 00, 00, 02, 42
101719010433, 60986, 29, 69, 65520, 28392, 39566, 00, 00, 02, 43
101719010433, 60977, 29, 69, 65520, 28396, 39554, 00, 00, 02, 44
101719010433, 60986, 29, 69, 65520, 28392, 39566, 00, 00, 02, 45
101719010433, 60994, 29, 69, 65520, 28388, 39538, 00, 00, 02, 47
101719010433, 60986, 29, 69, 65520, 28392, 39538, 00, 00, 02, 48
101719010433, 60994, 29, 69, 65520, 28388, 39522, 00, 00, 02, 49
101719010433, 60986, 29, 69, 65520, 28392, 39526, 00, 00, 02, 50
101719010433, 60986, 29, 69, 65520, 28392, 39530, 00, 00, 02, 51
101719010433, 61003, 29, 69, 65520, 28384, 39518, 00, 00, 02, 52
101719010433, 60986, 29, 69, 65520, 28392, 39506, 00, 00, 02, 53
101719010433, 61003, 29, 69, 65520, 28384, 39518, 00, 00, 02, 54
101719010433, 60986, 29, 69, 65520, 28392, 39518, 00, 00, 02, 55
101719010433, 60986, 29, 69, 65520, 28392, 39506, 00, 00, 02, 56
101719010433, 60977, 29, 69, 65520, 28396, 39502, 00, 00, 02, 57
101719010433, 61003, 29, 69, 65520, 28384, 39498, 00, 00, 02, 58
101719010433, 60986, 29, 69, 65520, 28392, 39498, 00, 00, 02, 59
101719010433, 60977, 29, 69, 65520, 28396, 39490, 00, 00, 03, 00
101719010433, 60986, 29, 69, 65520, 28392, 39506, 00, 00, 03, 01
101719010433, 60977, 29, 69, 65520, 28396, 39494, 00, 00, 03, 02
101719010433, 60994, 29, 69, 65520, 28388, 39486, 00, 00, 03, 03
101719010433, 60994, 29, 69, 65520, 28388, 39490, 00, 00, 03, 04
101719010433, 60977, 29, 69, 65520, 28396, 39490, 00, 00, 03, 05
101719010433, 60986, 29, 69, 65520, 28392, 39494, 00, 00, 03, 06
101719010433, 60977, 29, 69, 65520, 28396, 39502, 00, 00, 03, 07
101719010433, 60977, 29, 69, 65520, 28396, 39502, 00, 00, 03, 08
101719010433, 60977, 29, 69, 65520, 28396, 39510, 00, 00, 03, 09
101719010433, 60977, 29, 69, 65520, 28396, 39502, 00, 00, 03, 10
101719010433, 60969, 29, 69, 65520, 28400, 39510, 00, 00, 03, 11
101719010433, 60986, 29, 69, 65520, 28392, 39510, 00, 00, 03, 12
101719010433, 60986, 29, 69, 65520, 28392, 39514, 00, 00, 03, 13
